Time,Track Points,Position,Angle,Velocity,Angular Velocity
1742176509.7023156,"{'yellow': (87, 56), 'red': (54, 65)}","[174, 467]",2.875340604438868,[-128.58954773  -14.44060966],0.9098585215857298
1742176509.756423,"{'yellow': (85, 58), 'red': (55, 66)}","[167, 467]",2.8809902618424523,[-145.69456668  -14.5110307 ],0.681608722896565
1742176509.8216097,"{'yellow': (87, 58), 'red': (52, 62)}","[159, 465]",3.027800646446085,[-147.86163207  -19.74341514],1.2781255414697794
1742176509.8830993,"{'yellow': (88, 61), 'red': (53, 64)}","[152, 465]",3.0560873599115888,[-150.91299385  -17.20278739],1.296950507747151
1742176509.9362833,"{'yellow': (85, 57), 'red': (56, 63)}","[145, 463]",2.937574673997245,[-160.83389488  -23.59291186],0.23092226254638173
1742176510.0019727,"{'yellow': (91, 59), 'red': (57, 64)}","[142, 462]",2.995580395878518,[-131.79321874  -24.51907539],0.28918117477794036
1742176510.065976,"{'yellow': (89, 59), 'red': (55, 65)}","[137, 462]",2.9669204545815537,[-118.71445378  -17.68205394],0.16509203485119325
1742176510.12138,"{'yellow': (88, 58), 'red': (54, 65)}","[131, 461]",2.938547436336328,[-127.72709242  -18.18614837],-0.14846971810092993
1742176510.1837265,"{'yellow': (91, 59), 'red': (56, 65)}","[127, 461]",2.971814379621455,[-115.58645831  -13.99892803],0.02860610977648683
1742176510.2370484,"{'yellow': (90, 59), 'red': (56, 65)}","[123, 461]",2.9669204545815537,[-110.52779165   -9.29885882],0.0520488278467976
1742176510.301913,"{'yellow': (88, 58), 'red': (55, 64)}","[117, 460]",2.961739153797315,[-110.25449583  -11.69215209],-0.03735965129382249
1742176510.3676553,"{'yellow': (93, 58), 'red': (57, 64)}","[115, 459]",2.976443976175166,[-92.18980104 -14.48728688],0.022097125974668327
1742176510.4190705,"{'yellow': (89, 58), 'red': (55, 63)}","[110, 457]",2.995580395878518,[-97.47485722 -24.09051957],0.17245509350043683
1742176510.4823477,"{'yellow': (93, 60), 'red': (57, 64)}","[108, 457]",3.0309354324158977,[-83.2453234  -18.51129315],0.35372817933709877
1742176510.545803,"{'yellow': (88, 59), 'red': (54, 63)}","[102, 456]",3.024483909022929,[-90.71548785 -17.37778446],0.25330822504538264
1742176510.5990794,"{'yellow': (95, 59), 'red': (60, 63)}","[102, 455]",3.027800646446085,[-75.17313822 -20.56172685],0.18629716197938156
1742176510.6675644,"{'yellow': (94, 61), 'red': (59, 64)}","[101, 455]",3.0560873599115888,[-51.63973767 -14.67396696],0.28915706696775767
1742176510.7230349,"{'yellow': (97, 64), 'red': (60, 64)}","[102, 457]",3.141592653589793,[-31.83448485   1.53856882],0.7656358710501225
1742176510.7767925,"{'yellow': (95, 61), 'red': (58, 62)}","[101, 456]",3.1145722044025286,[-25.03719583  -1.14575132],0.5247661927082159
1742176510.840816,"{'yellow': (95, 64), 'red': (59, 63)}","[101, 457]",-3.113822016996372,[-17.67671586   2.67045999],-34.42993529545798
1742176510.9055746,"{'yellow': (95, 63), 'red': (59, 61)}","[101, 457]",-3.0860941483440762,[-10.59488911   4.23311864],-33.37203330750227
1742176510.9666505,"{'yellow': (95, 65), 'red': (59, 61)}","[101, 458]",-3.0309354324158977,[-5.81834501  8.7071796 ],-21.0459312219278
1742176511.0201983,"{'yellow': (95, 64), 'red': (58, 60)}","[100, 458]",-3.0339027827569724,[-8.94316336  8.47232501],-15.311167982342475
1742176511.0840673,"{'yellow': (97, 63), 'red': (59, 60)}","[101, 457]",-3.0628086926006493,[-0.96463946  0.08778722],-11.207444613324437
1742176511.1481576,"{'yellow': (96, 64), 'red': (58, 61)}","[101, 457]",-3.0628086926006493,[ 1.35352194 -1.41821244],-8.023045192154694
1742176511.2007222,"{'yellow': (93, 64), 'red': (58, 61)}","[99, 457]",-3.0560873599115888,[-11.23452116  -0.89706773],-5.549998205739526
1742176511.2656972,"{'yellow': (96, 68), 'red': (59, 60)}","[99, 459]",-2.9286543040103963,[-10.56494929  10.09327657],-2.6744114346482006
1742176511.3185978,"{'yellow': (95, 65), 'red': (60, 58)}","[99, 458]",-2.9441970937399127,[-6.81411282  5.36535508],-0.9201987016637514
1742176511.3828943,"{'yellow': (94, 64), 'red': (59, 59)}","[98, 457]",-2.999695598985629,[-10.20959827  -4.62315645],0.08084592188664089
1742176511.4477544,"{'yellow': (95, 68), 'red': (59, 60)}","[98, 459]",-2.922923707715851,[-8.69180005  6.30220786],0.3792072194888454
1742176511.5016673,"{'yellow': (96, 65), 'red': (59, 58)}","[98, 458]",-2.9546133836708823,[-5.94786632  2.93620029],0.25639051241071886
1742176511.5677767,"{'yellow': (96, 65), 'red': (60, 58)}","[99, 457]",-2.949544636349063,[ 1.39801617 -5.71904386],0.12600654354563337
1742176511.6225111,"{'yellow': (92, 69), 'red': (58, 59)}","[97, 459]",-2.8555412118724752,[-8.8811467   6.09182469],0.665438066292034
1742176511.6874526,"{'yellow': (94, 70), 'red': (60, 57)}","[97, 460]",-2.7763912038016203,[-9.16937926 12.8643772 ],1.0081521948788286
1742176511.740875,"{'yellow': (95, 65), 'red': (61, 56)}","[98, 458]",-2.8828217616260954,[ 0.41287789 -1.45250593],0.20958243635436002
1742176511.8036463,"{'yellow': (92, 68), 'red': (59, 58)}","[96, 459]",-2.8473580884786056,[-9.35373822  0.94332007],0.13119282799260512
1742176511.8661387,"{'yellow': (95, 66), 'red': (61, 57)}","[97, 458]",-2.8828217616260954,[-4.60207193 -2.21276543],0.0042779126247607935
1742176511.9204795,"{'yellow': (92, 71), 'red': (60, 58)}","[96, 460]",-2.7557099841917196,[-6.44767392  8.00844771],0.6786590375266401
1742176511.9834518,"{'yellow': (93, 70), 'red': (61, 56)}","[96, 461]",-2.729182211992406,[-6.48163299 14.37251747],0.8115498800394035
1742176512.0535433,"{'yellow': (94, 67), 'red': (60, 55)}","[96, 460]",-2.8023000391357487,[-4.13233896  5.3811669 ],0.15225962883164468
1742176512.1075969,"{'yellow': (94, 68), 'red': (60, 55)}","[96, 459]",-2.7763912038016203,[-2.90177877 -4.062087  ],0.09731248943617515
1742176512.16052,"{'yellow': (91, 75), 'red': (60, 56)}","[94, 462]",-2.5917394709132084,[-13.88343224  13.40586127],1.2543353400173356
1742176512.2246459,"{'yellow': (95, 72), 'red': (62, 54)}","[95, 463]",-2.642245931909663,[-6.85792524 19.79780821],0.8337945162522371
1742176512.2888067,"{'yellow': (92, 70), 'red': (62, 53)}","[95, 462]",-2.6260436461308143,[-2.4127178   8.92218448],0.5276992462558266
1742176512.3423738,"{'yellow': (93, 67), 'red': (61, 53)}","[95, 460]",-2.729182211992406,[-1.79377954 -7.9890385 ],-0.1906403205774178
1742176512.408829,"{'yellow': (94, 68), 'red': (61, 55)}","[95, 459]",-2.766321830733836,[ -1.39840904 -13.12956475],-0.4833822430024627
1742176512.4604945,"{'yellow': (92, 71), 'red': (61, 56)}","[94, 460]",-2.6909313275091598,[-6.76563438 -5.21033956],0.03680623039076157
1742176512.5261292,"{'yellow': (93, 70), 'red': (62, 55)}","[94, 460]",-2.6909313275091598,[-6.03069229 -1.74631022],0.14920842735277506
1742176512.5802133,"{'yellow': (94, 72), 'red': (62, 54)}","[95, 461]",-2.6292031932790554,[2.07607865 4.24410358],0.4384530162512317
1742176512.6446345,"{'yellow': (91, 71), 'red': (62, 53)}","[94, 461]",-2.5860989183242498,[-2.50085585  4.03214061],0.6043590363987323
1742176512.7104306,"{'yellow': (92, 69), 'red': (62, 53)}","[94, 460]",-2.651635327336065,[-3.45615898 -3.48331785],0.08513369270637419
1742176512.7635033,"{'yellow': (94, 72), 'red': (62, 55)}","[95, 461]",-2.6532587025333876,[3.51976438 1.56321968],-0.07239940881538708
1742176512.8307416,"{'yellow': (91, 70), 'red': (62, 53)}","[94, 460]",-2.611376880813163,[-1.55895642 -1.87370518],0.2242090965675813
1742176512.8838253,"{'yellow': (90, 73), 'red': (62, 55)}","[93, 462]",-2.5702551737561663,[-9.37634385  8.60124617],0.5132964693403723
1742176512.949856,"{'yellow': (93, 68), 'red': (64, 53)}","[94, 460]",-2.664247271216121,[-1.71231724 -1.72031024],-0.13191347433741968
1742176513.0052311,"{'yellow': (93, 71), 'red': (63, 54)}","[95, 460]",-2.6260436461308143,[ 7.13187117 -6.08570908],-0.09029253776660055
1742176513.059769,"{'yellow': (90, 71), 'red': (62, 54)}","[94, 460]",-2.5959375990628013,[ 0.29084688 -3.47516076],0.2213600107392477
1742176513.1245043,"{'yellow': (91, 71), 'red': (63, 54)}","[94, 460]",-2.5959375990628013,[-1.90040676 -2.41688619],0.16806112197037595
1742176513.1873817,"{'yellow': (92, 72), 'red': (63, 55)}","[94, 461]",-2.611376880813163,[-0.80467408  3.83681807],0.018007076075987276
1742176513.241157,"{'yellow': (93, 71), 'red': (64, 53)}","[95, 461]",-2.5860989183242498,[5.38808909 4.79023146],0.14175703765260286
1742176513.3080251,"{'yellow': (90, 70), 'red': (62, 54)}","[94, 461]",-2.62244653934327,[-0.41811726  2.59338991],-0.06124547828712809
1742176513.3614495,"{'yellow': (90, 71), 'red': (63, 54)}","[93, 461]",-2.579671091332978,[-8.42321269  1.97645546],0.12304560225669424
1742176513.4238844,"{'yellow': (92, 70), 'red': (64, 53)}","[94, 460]",-2.5959375990628013,[-1.14622076 -4.23760804],0.07592453578304319
1742176513.4911077,"{'yellow': (92, 73), 'red': (63, 55)}","[94, 462]",-2.5860989183242498,[0.92361673 6.65126398],0.07468500925547301
1742176513.543539,"{'yellow': (91, 70), 'red': (62, 53)}","[93, 461]",-2.611376880813163,[-5.65792997  3.24641608],-0.08135160913653595
1742176513.6076262,"{'yellow': (92, 71), 'red': (64, 53)}","[94, 461]",-2.5702551737561663,[ 0.26804098 -0.35178197],0.1269054397513296
1742176513.6631994,"{'yellow': (91, 71), 'red': (63, 54)}","[94, 461]",-2.5959375990628013,[ 2.38336985 -0.06012872],0.02741457568883423
1742176513.7303138,"{'yellow': (90, 71), 'red': (64, 54)}","[94, 461]",-2.5625183842220625,[ 1.13293432 -0.15042472],0.14459855648737208
1742176513.7840478,"{'yellow': (89, 72), 'red': (64, 54)}","[93, 462]",-2.5175696006130366,[-5.07941327  5.77472677],0.4387647453057761
1742176513.8487241,"{'yellow': (90, 71), 'red': (64, 53)}","[93, 462]",-2.5360479899848234,[-4.66891168  5.41872615],0.25218063316385086
1742176513.9023113,"{'yellow': (91, 71), 'red': (64, 53)}","[93, 462]",-2.5535900500422257,[-2.96995722  3.61062611],0.01911323604255706
1742176513.962793,"{'yellow': (90, 72), 'red': (64, 53)}","[93, 462]",-2.510513266118464,[-2.2143265   2.53156093],0.2472191857988409
1742176514.0274847,"{'yellow': (90, 71), 'red': (64, 52)}","[93, 461]",-2.510513266118464,[-1.53279303 -3.87040448],0.24549432541982316
1742176514.0816352,"{'yellow': (90, 74), 'red': (64, 54)}","[93, 463]",-2.485897027348257,[-1.07345574  7.27349916],0.3094741025390053
1742176514.1489644,"{'yellow': (90, 71), 'red': (64, 52)}","[93, 462]",-2.510513266118464,[-0.8978319   2.75658736],0.10340479356648011
1742176514.2032053,"{'yellow': (90, 73), 'red': (65, 52)}","[93, 462]",-2.44293282886833,[-0.56196945 -0.71137344],0.41495724486409136
1742176514.2672145,"{'yellow': (91, 70), 'red': (65, 53)}","[94, 461]",-2.5625183842220625,[ 5.25244269 -5.63493343],-0.2706307106946063
1742176514.331658,"{'yellow': (90, 73), 'red': (64, 54)}","[94, 462]",-2.510513266118464,[ 5.42491108 -0.18495594],-0.12539590484373916
1742176514.3855767,"{'yellow': (88, 73), 'red': (64, 52)}","[93, 462]",-2.4227626539681686,[-2.29440674  2.17754737],0.5701283845250011
1742176514.4528842,"{'yellow': (91, 71), 'red': (64, 53)}","[93, 462]",-2.5535900500422257,[-2.88461551  0.95212844],-0.22198793649192178
1742176514.5061808,"{'yellow': (90, 73), 'red': (65, 52)}","[93, 462]",-2.44293282886833,[-1.75045155  0.65853893],0.1886113519993347
1742176514.5702796,"{'yellow': (89, 73), 'red': (65, 53)}","[93, 463]",-2.44685437739309,[-1.19967171  6.00375408],0.3341258833487438
1742176514.622276,"{'yellow': (90, 71), 'red': (64, 52)}","[93, 462]",-2.510513266118464,[-0.95554419  0.16477434],-0.18710994140548692
1742176514.6874702,"{'yellow': (89, 71), 'red': (65, 53)}","[93, 462]",-2.498091544796509,[-0.76468792 -1.57986235],-0.1450345377339457
1742176514.7566178,"{'yellow': (89, 73), 'red': (65, 53)}","[93, 463]",-2.44685437739309,[-0.63709486  4.72072465],0.21859848511163182
1742176514.8106253,"{'yellow': (89, 72), 'red': (65, 52)}","[93, 463]",-2.44685437739309,[-0.55599587  5.31837942],0.25999009866786704
1742176514.8641407,"{'yellow': (89, 73), 'red': (65, 52)}","[93, 463]",-2.4227626539681686,[-0.26173817  3.1859342 ],0.2938178019554277
1742176514.926218,"{'yellow': (88, 73), 'red': (65, 52)}","[92, 463]",-2.401617769613922,[-5.65083401  2.16130801],0.3501080578829934
1742176514.9909215,"{'yellow': (90, 72), 'red': (66, 52)}","[93, 463]",-2.44685437739309,[0.         1.49154506],0.03331485852740047
1742176515.0439928,"{'yellow': (89, 71), 'red': (64, 51)}","[92, 462]",-2.4668517113662407,[-3.6220775 -4.9358047],-0.2083975417738519
1742176515.1111155,"{'yellow': (89, 73), 'red': (66, 53)}","[92, 463]",-2.425849063920913,[-4.3928216   0.64553673],0.08726894455364956
1742176515.1651735,"{'yellow': (89, 71), 'red': (65, 52)}","[92, 462]",-2.4719537079131557,[-2.88308736 -3.03573491],-0.11477875777413249
1742176515.2306583,"{'yellow': (88, 73), 'red': (65, 53)}","[91, 463]",-2.425849063920913,[-7.39677294  1.29365434],0.07472284417469037
1742176515.2864468,"{'yellow': (90, 72), 'red': (66, 51)}","[92, 462]",-2.4227626539681686,[-1.41908056 -2.87212818],0.1623443511180384
1742176515.3507805,"{'yellow': (89, 73), 'red': (65, 53)}","[92, 463]",-2.44685437739309,[0.98875808 1.56460577],-0.041220207261289186
1742176515.402699,"{'yellow': (88, 73), 'red': (65, 51)}","[91, 463]",-2.378413055519064,[-5.61417128  3.56316463],0.3312489958501874
1742176515.4695551,"{'yellow': (89, 72), 'red': (66, 51)}","[91, 462]",-2.401617769613922,[-5.07514688 -3.53554899],0.20710151598230594
1742176515.5346487,"{'yellow': (88, 74), 'red': (66, 52)}","[91, 463]",-2.356194490192345,[-3.21245095  1.39812105],0.33977165767950257
1742176515.5877986,"{'yellow': (88, 72), 'red': (66, 51)}","[91, 462]",-2.3794461130028077,[-2.11080496 -2.43903128],0.20577436103788
1742176515.6542358,"{'yellow': (89, 74), 'red': (66, 52)}","[91, 463]",-2.378413055519064,[-1.46432825  1.74505482],0.09011456196937787
1742176515.7102404,"{'yellow': (88, 73), 'red': (65, 52)}","[90, 463]",-2.401617769613922,[-6.75995908  3.50491375],-0.05575987613471488
1742176515.7747653,"{'yellow': (90, 72), 'red': (67, 51)}","[91, 462]",-2.401617769613922,[-0.63230375 -3.6429045 ],-0.08098459799885346
1742176515.829486,"{'yellow': (89, 73), 'red': (66, 53)}","[91, 463]",-2.425849063920913,[1.70986494 1.39434175],-0.19524674075291912
1742176515.892977,"{'yellow': (89, 73), 'red': (66, 52)}","[91, 463]",-2.401617769613922,[0.80241665 2.85694938],-0.041542196884919856
1742176515.944348,"{'yellow': (89, 73), 'red': (66, 52)}","[91, 463]",-2.401617769613922,[0.73278209 1.81627283],0.013843876559040534
1742176516.010487,"{'yellow': (89, 71), 'red': (65, 52)}","[91, 462]",-2.4719537079131557,[ 0.52805195 -4.18440017],-0.39105616656313025
1742176516.0657487,"{'yellow': (88, 72), 'red': (66, 52)}","[91, 462]",-2.403777593469328,[ 0.42950346 -5.1063033 ],-0.02212488007345049
1742176516.1306596,"{'yellow': (88, 73), 'red': (66, 53)}","[91, 463]",-2.403777593469328,[0.35135095 2.60923689],0.12392429483265009
1742176516.1847463,"{'yellow': (88, 73), 'red': (65, 52)}","[90, 463]",-2.401617769613922,[-5.58221804  3.655032  ],0.0823847757355663
1742176516.248897,"{'yellow': (89, 73), 'red': (67, 51)}","[91, 463]",-2.356194490192345,[0.26311608 2.02462915],0.3136834241802538
1742176516.3037305,"{'yellow': (88, 73), 'red': (65, 52)}","[90, 463]",-2.401617769613922,[-3.63254881  1.50399976],0.04797108164207158
1742176516.3667343,"{'yellow': (90, 73), 'red': (66, 52)}","[91, 463]",-2.4227626539681686,[1.06072126 0.9411556 ],-0.17016632082196456
1742176516.4314268,"{'yellow': (88, 73), 'red': (66, 52)}","[91, 463]",-2.3794461130028077,[2.63432327 0.75629267],0.10187619871628727
1742176516.4957974,"{'yellow': (89, 74), 'red': (66, 52)}","[91, 464]",-2.378413055519064,[1.47493572 5.97549159],0.15719001313806805
1742176516.5506732,"{'yellow': (88, 71), 'red': (66, 51)}","[91, 463]",-2.403777593469328,[1.09346486 0.55406727],-0.04444736019575696
1742176516.615621,"{'yellow': (88, 72), 'red': (66, 52)}","[91, 463]",-2.403777593469328,[ 0.84332443 -1.67163764],-0.08236734606859598
1742176516.6678414,"{'yellow': (89, 73), 'red': (66, 52)}","[91, 463]",-2.401617769613922,[ 0.71342221 -1.06707264],-0.03958842158926825
1742176516.7323577,"{'yellow': (89, 72), 'red': (66, 52)}","[91, 463]",-2.425849063920913,[ 0.60112204 -0.69002514],-0.16029922248720635
1742176516.7875528,"{'yellow': (88, 73), 'red': (66, 52)}","[91, 463]",-2.3794461130028077,[ 0.29696542 -0.52759603],0.10796620094754075
1742176516.8522108,"{'yellow': (88, 73), 'red': (66, 52)}","[91, 463]",-2.3794461130028077,[ 0.25748456 -0.41464146],0.16039090231564423
1742176516.9081068,"{'yellow': (89, 72), 'red': (66, 51)}","[91, 462]",-2.401617769613922,[ 0.        -6.2531393],-0.03236112005089234
1742176516.971537,"{'yellow': (88, 74), 'red': (66, 53)}","[91, 463]",-2.3794461130028077,[ 0.        -0.2970206],0.061349554282878534
1742176517.0252712,"{'yellow': (87, 72), 'red': (66, 52)}","[90, 463]",-2.3805798993650633,[-6.00874723  2.08518805],0.09486761615714974
1742176517.0920346,"{'yellow': (90, 72), 'red': (66, 52)}","[91, 463]",-2.44685437739309,[0.         1.03778306],-0.30130492691346994
1742176517.1466885,"{'yellow': (89, 73), 'red': (66, 52)}","[91, 463]",-2.401617769613922,[2.28490741 0.71365004],-0.0827758797331536
1742176517.211758,"{'yellow': (88, 72), 'red': (65, 52)}","[90, 463]",-2.425849063920913,[-4.42716485  0.52058508],-0.09200946444456387
1742176517.2758622,"{'yellow': (88, 74), 'red': (66, 51)}","[90, 463]",-2.333975924865626,[-4.71306975  0.41074753],0.3753698311413985
1742176517.3295763,"{'yellow': (89, 72), 'red': (67, 51)}","[91, 462]",-2.3794461130028077,[ 2.83754831 -5.54354246],0.1850413256213593
1742176517.393853,"{'yellow': (88, 74), 'red': (65, 53)}","[90, 463]",-2.401617769613922,[-2.09067017  0.29663896],-0.1073354212833015
1742176517.448645,"{'yellow': (89, 72), 'red': (66, 51)}","[90, 462]",-2.401617769613922,[-3.74174979 -3.36312788],-0.09861440455647591
1742176517.5135868,"{'yellow': (90, 72), 'red': (67, 52)}","[91, 462]",-2.425849063920913,[ 3.4260428  -4.43632518],-0.185333776890003
1742176517.5670998,"{'yellow': (88, 74), 'red': (66, 53)}","[91, 463]",-2.3794461130028077,[4.61205923 3.05521427],0.09931278277064358
1742176517.6318076,"{'yellow': (87, 73), 'red': (65, 52)}","[90, 463]",-2.3794461130028077,[-3.03273111  3.5404509 ],0.15080568952390883
1742176517.696914,"{'yellow': (90, 73), 'red': (67, 52)}","[91, 463]",-2.401617769613922,[1.82298678 2.05619012],-0.043767819393840245
1742176517.7529535,"{'yellow': (88, 73), 'red': (66, 51)}","[91, 463]",-2.356194490192345,[3.76610835 1.54885512],0.18630290496266866
1742176517.8139687,"{'yellow': (88, 74), 'red': (65, 51)}","[90, 463]",-2.356194490192345,[-3.50641315  1.21982076],0.20336393038779849
1742176517.8668249,"{'yellow': (89, 73), 'red': (67, 51)}","[91, 463]",-2.356194490192345,[1.38846682 1.03472454],0.14370107963969656
1742176517.932752,"{'yellow': (87, 74), 'red': (65, 51)}","[90, 463]",-2.333975924865626,[-2.50706178  0.64096463],0.22500295041843554
1742176517.9951804,"{'yellow': (89, 73), 'red': (67, 51)}","[91, 463]",-2.356194490192345,[1.65218283 0.55153553],0.07319457371980219
1742176518.0487254,"{'yellow': (88, 73), 'red': (66, 51)}","[91, 463]",-2.356194490192345,[3.37879082 0.25954158],0.0005238694473284761
1742176518.1112256,"{'yellow': (89, 72), 'red': (66, 51)}","[91, 462]",-2.401617769613922,[ 1.89138165 -5.62052765],-0.25037816158740483
1742176518.1767113,"{'yellow': (89, 74), 'red': (66, 52)}","[91, 463]",-2.378413055519064,[1.35258974 0.        ],-0.11554918967690646
1742176518.2298856,"{'yellow': (87, 73), 'red': (65, 51)}","[90, 463]",-2.356194490192345,[-5.04788921  2.33029317],0.10590678477411068
1742176518.2944448,"{'yellow': (89, 73), 'red': (66, 51)}","[90, 463]",-2.378413055519064,[-4.80907485  1.06194375],-0.040323293870272156
1742176518.3488176,"{'yellow': (90, 72), 'red': (66, 51)}","[91, 462]",-2.4227626539681686,[ 2.91091086 -5.20866912],-0.34649863601916187
1742176518.4125705,"{'yellow': (87, 74), 'red': (65, 52)}","[90, 463]",-2.356194490192345,[-2.23499727  0.53011449],0.07627374929402402
1742176518.476913,"{'yellow': (89, 73), 'red': (66, 51)}","[90, 463]",-2.378413055519064,[-3.51903173  2.37618698],0.05564608816172891
1742176518.5311964,"{'yellow': (89, 73), 'red': (67, 51)}","[91, 463]",-2.356194490192345,[3.51586006 1.41094175],0.11097567438634401
1742176518.5946226,"{'yellow': (90, 73), 'red': (65, 52)}","[91, 463]",-2.44293282886833,[3.93897894 0.98576673],-0.3576651533980491
1742176518.6502066,"{'yellow': (89, 73), 'red': (66, 51)}","[91, 463]",-2.378413055519064,[2.5767307  0.79815728],-0.0470517091822337
1742176518.7129817,"{'yellow': (88, 74), 'red': (66, 51)}","[91, 463]",-2.333975924865626,[1.85611105 0.41607913],0.34337349330627154
1742176518.7777443,"{'yellow': (88, 73), 'red': (66, 51)}","[91, 463]",-2.356194490192345,[1.47077543 0.34226431],0.16646579659707797
1742176518.8293371,"{'yellow': (89, 72), 'red': (65, 51)}","[91, 462]",-2.4227626539681686,[ 1.034277   -5.78114372],-0.34041267456215674
1742176518.8920279,"{'yellow': (88, 74), 'red': (66, 52)}","[91, 463]",-2.356194490192345,[0.64663086 0.26068274],0.0605438983533873
1742176518.9494164,"{'yellow': (88, 71), 'red': (65, 51)}","[90, 462]",-2.425849063920913,[-5.2934596  -3.64078072],-0.22226544395108033
1742176519.0164294,"{'yellow': (89, 73), 'red': (67, 52)}","[91, 462]",-2.3794461130028077,[ 0.25786968 -4.36880382],-0.025027886787795117
1742176519.069177,"{'yellow': (88, 73), 'red': (66, 51)}","[91, 462]",-2.356194490192345,[ 2.32545596 -2.89457518],0.23291350899751903
1742176519.1332424,"{'yellow': (87, 73), 'red': (65, 52)}","[90, 462]",-2.3794461130028077,[-4.46796115 -1.99413559],0.04649258122588547
1742176519.1974566,"{'yellow': (89, 73), 'red': (66, 52)}","[90, 462]",-2.401617769613922,[-4.6803856 -1.3926702],-0.1472929379465005
1742176519.2520177,"{'yellow': (90, 73), 'red': (67, 52)}","[91, 462]",-2.401617769613922,[ 2.8592079  -0.97049374],-0.14435807796734149
1742176519.3155062,"{'yellow': (89, 74), 'red': (65, 52)}","[91, 463]",-2.399645385583876,[3.45470381 4.94256098],-0.06592399891130918
1742176519.370119,"{'yellow': (88, 73), 'red': (65, 51)}","[90, 463]",-2.378413055519064,[-3.84018404  5.69765371],0.090166421178698
1742176519.4358976,"{'yellow': (89, 70), 'red': (66, 52)}","[90, 462]",-2.4775464907631086,[-3.94212792 -2.14362722],-0.4600219671800068
1742176519.4903023,"{'yellow': (90, 73), 'red': (66, 52)}","[91, 462]",-2.4227626539681686,[ 3.48718719 -3.30177214],-0.20464608479306573
1742176519.5550563,"{'yellow': (89, 72), 'red': (65, 52)}","[91, 462]",-2.44685437739309,[ 3.76846009 -1.7248652 ],-0.1541024755480339
1742176519.6178896,"{'yellow': (87, 74), 'red': (65, 51)}","[90, 462]",-2.333975924865626,[-3.14623656 -1.18794524],0.4498302874253941
1742176519.672966,"{'yellow': (89, 72), 'red': (66, 52)}","[90, 462]",-2.425849063920913,[-4.0770953  -0.93725827],0.01603645483017741
1742176519.736647,"{'yellow': (89, 74), 'red': (66, 51)}","[90, 462]",-2.356194490192345,[-2.37390333 -0.75492141],0.20811137323895373
1742176519.7892454,"{'yellow': (90, 72), 'red': (66, 52)}","[91, 462]",-2.44685437739309,[ 4.21910569 -0.65057297],-0.2212779933769047
1742176519.852238,"{'yellow': (88, 73), 'red': (65, 52)}","[90, 462]",-2.401617769613922,[-1.21111596 -0.55845521],-0.059370601180421465
1742176519.9188411,"{'yellow': (89, 72), 'red': (67, 52)}","[91, 462]",-2.403777593469328,[ 2.70984389 -0.25852478],0.05401845659148203
1742176519.9698436,"{'yellow': (88, 72), 'red': (65, 52)}","[90, 462]",-2.425849063920913,[-1.71824592  0.        ],-0.10382259543891348
1742176520.0350678,"{'yellow': (89, 73), 'red': (66, 51)}","[90, 462]",-2.378413055519064,[-3.19208783  0.        ],0.14678256429121628
1742176520.096897,"{'yellow': (90, 73), 'red': (66, 51)}","[91, 462]",-2.399645385583876,[3.7817757 0.       ],0.06710852077857984
1742176520.1489546,"{'yellow': (87, 72), 'red': (65, 51)}","[90, 461]",-2.3794461130028077,[-1.1195759  -6.02359415],0.09959657728317516
1742176520.2128475,"{'yellow': (89, 73), 'red': (66, 52)}","[90, 461]",-2.401617769613922,[-2.81942314 -5.5720313 ],-0.001973337274848292
1742176520.2770855,"{'yellow': (90, 75), 'red': (65, 52)}","[90, 462]",-2.3978370692909334,[-1.67681016  1.94439273],-0.025492666164268
