Time,Track Points,Position,Angle,Velocity,Angular Velocity
1742176520.3310668,"{'yellow': (90, 72), 'red': (66, 51)}","[91, 461]",-2.4227626539681686,[ 4.71362594 -2.56398591],-0.14184578700343098
1742176520.3928926,"{'yellow': (88, 74), 'red': (64, 53)}","[90, 462]",-2.4227626539681686,[-0.80809556  1.77406497],-0.14279072174127982
1742176520.4552453,"{'yellow': (89, 71), 'red': (66, 51)}","[90, 461]",-2.425849063920913,[-2.67102549 -2.30595379],-0.10789321766950798
1742176520.5169458,"{'yellow': (91, 73), 'red': (66, 52)}","[91, 461]",-2.44293282886833,[ 4.17907052 -3.58663276],-0.17713380074500568
1742176520.5702777,"{'yellow': (89, 73), 'red': (65, 52)}","[91, 461]",-2.4227626539681686,[ 4.98867776 -2.16561263],-0.04841844092863085
1742176520.6360955,"{'yellow': (89, 74), 'red': (65, 52)}","[91, 462]",-2.399645385583876,[2.80025551 4.12939556],0.13245677947508344
1742176520.6899898,"{'yellow': (89, 72), 'red': (65, 52)}","[91, 462]",-2.44685437739309,[2.16666974 5.04996614],-0.14594343149059197
1742176520.7552533,"{'yellow': (88, 72), 'red': (65, 52)}","[90, 462]",-2.425849063920913,[-3.97869681  2.85073036],-0.05874009285680816
1742176520.8198245,"{'yellow': (88, 72), 'red': (66, 52)}","[90, 462]",-2.403777593469328,[-4.41399267  1.89232615],0.1330346282817724
1742176520.8701522,"{'yellow': (90, 71), 'red': (66, 52)}","[91, 461]",-2.4719537079131557,[ 3.09062092 -4.51816617],-0.2720650055378241
1742176520.9351768,"{'yellow': (88, 72), 'red': (65, 52)}","[90, 461]",-2.425849063920913,[-1.96839795 -4.48509799],-0.03775266935802317
1742176520.9988003,"{'yellow': (90, 72), 'red': (66, 53)}","[91, 461]",-2.4719537079131557,[ 1.92547549 -2.5839696 ],-0.17775157392404917
1742176521.052852,"{'yellow': (87, 73), 'red': (65, 53)}","[90, 462]",-2.403777593469328,[-2.38149838  3.93302927],0.16756534129998535
1742176521.1173978,"{'yellow': (89, 72), 'red': (66, 51)}","[90, 461]",-2.401617769613922,[-3.51553953 -1.56182249],0.24147935445318786
1742176521.171158,"{'yellow': (90, 73), 'red': (66, 52)}","[91, 461]",-2.4227626539681686,[ 3.8203061  -3.65532814],0.0304868477172889
1742176521.2355332,"{'yellow': (88, 71), 'red': (65, 52)}","[90, 460]",-2.451146196535101,[-1.35800492 -7.47228318],-0.16110983016220062
1742176521.3005471,"{'yellow': (89, 74), 'red': (66, 53)}","[90, 461]",-2.401617769613922,[-2.81094157 -1.23736842],0.11968921642895237
1742176521.3580313,"{'yellow': (89, 73), 'red': (65, 52)}","[90, 461]",-2.4227626539681686,[-1.74879616  1.43200464],0.06963835770956764
1742176521.414034,"{'yellow': (89, 72), 'red': (66, 52)}","[90, 461]",-2.425849063920913,[-1.31921168  0.68701444],-0.02198761825009138
1742176521.4783075,"{'yellow': (89, 73), 'red': (66, 53)}","[90, 462]",-2.425849063920913,[-0.80927184  5.78386774],-0.018456476187626726
1742176521.5319307,"{'yellow': (90, 72), 'red': (65, 51)}","[90, 461]",-2.44293282886833,[-0.6842999   0.23738489],-0.11360095279632194
1742176521.5977268,"{'yellow': (89, 74), 'red': (66, 52)}","[90, 462]",-2.378413055519064,[-0.34545177  3.71485925],0.24007344341912945
1742176521.6629,"{'yellow': (90, 71), 'red': (65, 51)}","[90, 461]",-2.4668517113662407,[-0.29351898 -0.61336082],-0.1976855271310783
1742176521.7168324,"{'yellow': (90, 73), 'red': (66, 52)}","[91, 461]",-2.4227626539681686,[ 5.57602763 -2.64578089],-0.07468060003589586
1742176521.7819362,"{'yellow': (89, 72), 'red': (65, 52)}","[91, 461]",-2.44685437739309,[ 5.43896971 -1.2798266 ],-0.07491406019913793
1742176521.8364182,"{'yellow': (88, 73), 'red': (65, 52)}","[90, 461]",-2.401617769613922,[-2.31650665 -1.12828212],0.1471286430205926
1742176521.9009156,"{'yellow': (90, 72), 'red': (65, 52)}","[90, 461]",-2.4668517113662407,[-2.97020232 -0.8606768 ],-0.17802591109743343
1742176521.9551091,"{'yellow': (89, 74), 'red': (65, 52)}","[90, 462]",-2.399645385583876,[-1.77027775  5.21623044],0.12668222736837187
1742176522.0173194,"{'yellow': (89, 70), 'red': (66, 51)}","[90, 460]",-2.451146196535101,[-1.21974439 -6.23291805],-0.06767628256792224
1742176522.071765,"{'yellow': (89, 73), 'red': (66, 53)}","[90, 461]",-2.425849063920913,[-0.96284448 -2.6213727 ],-0.020066584867114986
1742176522.1375587,"{'yellow': (90, 71), 'red': (65, 52)}","[90, 460]",-2.4917222041778455,[-0.76696147 -4.89471786],-0.31813495625933547
1742176522.199571,"{'yellow': (90, 73), 'red': (65, 53)}","[90, 461]",-2.4668517113662407,[-0.64291708  0.28849763],-0.19072284998927214
1742176522.2549324,"{'yellow': (89, 71), 'red': (66, 52)}","[90, 460]",-2.451146196535101,[-0.5637518  -3.46167649],0.019255046624656116
1742176522.3162265,"{'yellow': (89, 72), 'red': (65, 52)}","[90, 460]",-2.44685437739309,[-0.26021477 -4.44910314],0.0493320627578945
1742176522.3726203,"{'yellow': (89, 73), 'red': (65, 52)}","[90, 460]",-2.4227626539681686,[ 0.         -2.85193245],0.17202486394925143
1742176522.4355443,"{'yellow': (89, 72), 'red': (65, 53)}","[90, 460]",-2.4719537079131557,[ 0.         -1.96933274],-0.11474136883317551
1742176522.497988,"{'yellow': (90, 72), 'red': (65, 52)}","[90, 460]",-2.4668517113662407,[ 0.         -1.37860193],-0.14400344652510227
1742176522.5636678,"{'yellow': (89, 73), 'red': (65, 52)}","[90, 460]",-2.4227626539681686,[ 0.         -0.69658286],0.17330186875451314
1742176522.617964,"{'yellow': (90, 73), 'red': (65, 52)}","[90, 460]",-2.44293282886833,[ 0.         -0.60347154],0.09541815554172442
1742176522.681573,"{'yellow': (89, 73), 'red': (65, 52)}","[90, 460]",-2.4227626539681686,[ 0.         -0.29226823],0.13041982504902844
1742176522.7371385,"{'yellow': (90, 72), 'red': (66, 52)}","[91, 460]",-2.44685437739309,[ 5.88604449 -0.2589707 ],-0.010195996846332527
1742176522.8014333,"{'yellow': (88, 72), 'red': (64, 52)}","[90, 460]",-2.44685437739309,[0. 0.],-0.05323995657438246
1742176522.853215,"{'yellow': (89, 72), 'red': (65, 52)}","[90, 460]",-2.44685437739309,[-2.41069688  0.        ],-0.03120382335667299
1742176522.9190292,"{'yellow': (89, 72), 'red': (65, 52)}","[90, 460]",-2.44685437739309,[-1.06294489  0.        ],-0.020311102021812848
1742176522.9852068,"{'yellow': (89, 73), 'red': (65, 52)}","[90, 460]",-2.4227626539681686,[-0.6836191  0.       ],0.1196884879723898
1742176523.038061,"{'yellow': (89, 72), 'red': (65, 52)}","[90, 460]",-2.44685437739309,[-0.52985465  0.        ],-0.013294817950622156
1742176523.0960145,"{'yellow': (89, 72), 'red': (65, 52)}","[90, 460]",-2.44685437739309,[-0.42720241  0.        ],-0.06906339617707133
1742176523.1619642,"{'yellow': (90, 71), 'red': (64, 52)}","[90, 459]",-2.510513266118464,[-0.34757889 -5.40775842],-0.37671154923848
1742176523.2153702,"{'yellow': (89, 75), 'red': (65, 53)}","[90, 461]",-2.399645385583876,[-0.30196034  5.90366084],0.2555017710008457
1742176523.2798593,"{'yellow': (89, 72), 'red': (65, 51)}","[90, 460]",-2.4227626539681686,[-0.26126602  1.93864813],0.24355690721507872
1742176523.33657,"{'yellow': (89, 73), 'red': (65, 52)}","[90, 460]",-2.4227626539681686,[ 0.         -1.19052938],0.09114759212267823
1742176523.401002,"{'yellow': (89, 72), 'red': (65, 52)}","[90, 460]",-2.44685437739309,[ 0.         -0.35867087],-0.060491537727893153
1742176523.4544628,"{'yellow': (89, 73), 'red': (65, 52)}","[90, 460]",-2.4227626539681686,[ 0.         -0.19294892],0.05434149291611631
1742176523.5192091,"{'yellow': (89, 73), 'red': (65, 52)}","[90, 460]",-2.4227626539681686,[ 0.         -0.11091472],0.08616259621758685
1742176523.5831573,"{'yellow': (90, 72), 'red': (64, 52)}","[90, 460]",-2.485897027348257,[ 0.         -0.07227703],-0.28525469489715316
1742176523.6379037,"{'yellow': (89, 71), 'red': (64, 52)}","[89, 459]",-2.4917222041778455,[-5.89671128 -5.95013797],-0.3659297157114889
1742176523.703033,"{'yellow': (89, 74), 'red': (65, 53)}","[89, 460]",-2.4227626539681686,[-5.48131139 -0.03922766],0.14986445773930737
1742176523.7573187,"{'yellow': (91, 72), 'red': (65, 52)}","[90, 460]",-2.485897027348257,[2.30276092 2.04041294],-0.14519460899388864
1742176523.8231573,"{'yellow': (89, 73), 'red': (65, 52)}","[90, 460]",-2.4227626539681686,[2.9024128  1.03207315],0.12181519008267781
1742176523.8754804,"{'yellow': (89, 73), 'red': (64, 52)}","[89, 460]",-2.44293282886833,[-4.30499081  0.7248896 ],0.121410748047702
1742176523.9379873,"{'yellow': (90, 72), 'red': (65, 52)}","[89, 460]",-2.4668517113662407,[-4.41801318  0.53160932],-0.11026217393201276
1742176524.0014672,"{'yellow': (90, 72), 'red': (65, 52)}","[89, 460]",-2.4668517113662407,[-2.5865356   0.41745766],-0.10670628970994045
1742176524.0551474,"{'yellow': (90, 72), 'red': (65, 52)}","[89, 460]",-2.4668517113662407,[-1.79470245  0.3540018 ],-0.06120231428070104
1742176524.1195853,"{'yellow': (90, 74), 'red': (66, 52)}","[90, 461]",-2.399645385583876,[4.3296406  5.82019086],0.3373870777150959
1742176524.1836143,"{'yellow': (90, 71), 'red': (65, 51)}","[90, 460]",-2.4668517113662407,[4.66914295 0.25956792],-0.029798145477757117
1742176524.2393625,"{'yellow': (89, 72), 'red': (64, 52)}","[89, 460]",-2.4668517113662407,[-2.90717599 -2.26339374],-0.1828459300859853
1742176524.3036087,"{'yellow': (90, 72), 'red': (65, 52)}","[89, 460]",-2.4668517113662407,[-3.52562989 -1.04225576],-0.08609590893969801
1742176524.3572578,"{'yellow': (90, 71), 'red': (65, 52)}","[89, 459]",-2.4917222041778455,[-2.03502829 -6.6731308 ],-0.21498342469688506
1742176524.4236825,"{'yellow': (91, 72), 'red': (66, 53)}","[90, 459]",-2.4917222041778455,[ 4.26513993 -5.9908096 ],-0.17728863883042564
1742176524.4764607,"{'yellow': (89, 73), 'red': (64, 53)}","[89, 460]",-2.4668517113662407,[-0.95656792  1.93988409],0.030113348157511943
1742176524.5435941,"{'yellow': (90, 72), 'red': (66, 52)}","[90, 460]",-2.44685437739309,[2.78461529 2.54079669],0.15631845256058052
1742176524.5968792,"{'yellow': (88, 72), 'red': (64, 52)}","[89, 460]",-2.44685437739309,[-1.68104168  1.44453957],0.14168961273272912
1742176524.6641471,"{'yellow': (90, 73), 'red': (65, 52)}","[89, 460]",-2.44293282886833,[-3.10769573  0.92515629],0.10399442156266353
1742176524.7181609,"{'yellow': (91, 72), 'red': (65, 52)}","[90, 460]",-2.485897027348257,[4.05679971 0.93808173],-0.15438827738064914
1742176524.7846608,"{'yellow': (90, 71), 'red': (64, 52)}","[90, 459]",-2.510513266118464,[ 4.32303417 -4.64338526],-0.2956607649342253
1742176524.8393674,"{'yellow': (89, 72), 'red': (64, 53)}","[89, 459]",-2.4917222041778455,[-3.13359047 -5.20859975],-0.13529018983124574
1742176524.903606,"{'yellow': (90, 72), 'red': (65, 52)}","[89, 459]",-2.4668517113662407,[-3.70341414 -2.99901392],0.0843439487693033
1742176524.9579232,"{'yellow': (90, 72), 'red': (66, 53)}","[90, 459]",-2.4719537079131557,[ 3.55087826 -2.31494702],0.06548018960946377
1742176525.0233362,"{'yellow': (88, 73), 'red': (64, 52)}","[89, 459]",-2.4227626539681686,[-1.49758047 -1.83408418],0.28423917421829026
1742176525.0753012,"{'yellow': (90, 73), 'red': (65, 52)}","[89, 459]",-2.44293282886833,[-3.62750389 -1.34488597],0.1873628648954836
1742176525.1399813,"{'yellow': (91, 73), 'red': (64, 52)}","[89, 459]",-2.4805494847391065,[-1.84534745 -0.91150448],-0.13090700080536927
1742176525.196263,"{'yellow': (90, 73), 'red': (65, 52)}","[89, 459]",-2.44293282886833,[-1.38268519 -0.56643035],0.07042184646550215
1742176525.2593408,"{'yellow': (91, 72), 'red': (65, 52)}","[90, 459]",-2.485897027348257,[ 4.48379736 -0.26389096],-0.10479671628324741
1742176525.3237877,"{'yellow': (88, 71), 'red': (64, 53)}","[89, 459]",-2.498091544796509,[-0.67422886  0.        ],-0.21805547265676167
1742176525.3794985,"{'yellow': (89, 73), 'red': (66, 52)}","[89, 459]",-2.401617769613922,[-2.59230108  0.        ],0.3829696092272326
1742176525.4416842,"{'yellow': (91, 72), 'red': (65, 53)}","[90, 459]",-2.510513266118464,[4.19882821 0.        ],-0.19263280135899807
1742176525.4966357,"{'yellow': (89, 72), 'red': (64, 52)}","[89, 459]",-2.4668517113662407,[-0.98698894  0.        ],-0.12913377290157163
1742176525.5621195,"{'yellow': (90, 73), 'red': (65, 52)}","[89, 459]",-2.44293282886833,[-2.43347455  0.        ],0.15394245927927852
1742176525.627869,"{'yellow': (90, 72), 'red': (65, 52)}","[89, 459]",-2.4668517113662407,[-1.38046067  0.        ],0.011296616078222
1742176525.678834,"{'yellow': (90, 72), 'red': (64, 52)}","[89, 459]",-2.485897027348257,[-1.04285863  0.        ],-0.1608044937023264
1742176525.746005,"{'yellow': (90, 71), 'red': (64, 53)}","[89, 459]",-2.5360479899848234,[-0.80002096  0.        ],-0.39391832851439934
1742176525.7968287,"{'yellow': (90, 72), 'red': (64, 52)}","[89, 459]",-2.485897027348257,[-0.68051567  0.        ],-0.07733969751956746
1742176525.8646863,"{'yellow': (91, 72), 'red': (64, 53)}","[89, 459]",-2.5283853047152838,[-0.34050999  0.        ],-0.1936762074742274
1742176525.9181774,"{'yellow': (90, 71), 'red': (65, 52)}","[89, 458]",-2.4917222041778455,[-0.29723395 -5.96753432],-0.03259680281476142
1742176525.9857557,"{'yellow': (90, 74), 'red': (64, 54)}","[89, 460]",-2.485897027348257,[-0.2560834   5.37667728],0.08990544386361388
1742176526.040282,"{'yellow': (90, 72), 'red': (64, 51)}","[89, 459]",-2.462178848181945,[0.         2.27664249],0.19679466269376372
1742176526.1077049,"{'yellow': (91, 73), 'red': (65, 52)}","[90, 459]",-2.462178848181945,[ 5.3641068 -0.8395057],0.16473308675596426
1742176526.161433,"{'yellow': (89, 72), 'red': (64, 53)}","[89, 459]",-2.4917222041778455,[ 0.         -0.32346752],-0.05132383337828936
1742176526.223313,"{'yellow': (90, 72), 'red': (65, 52)}","[89, 459]",-2.4668517113662407,[-2.02266923 -0.15829316],0.06880056532736091
1742176526.2862096,"{'yellow': (91, 72), 'red': (65, 52)}","[90, 459]",-2.485897027348257,[ 4.46223812 -0.09234765],0.0009116263642995649
1742176526.3371174,"{'yellow': (88, 72), 'red': (64, 52)}","[89, 459]",-2.44685437739309,[-0.70900222 -0.06563449],0.1846044417133016
1742176526.4000857,"{'yellow': (91, 72), 'red': (65, 52)}","[90, 459]",-2.485897027348257,[ 3.13326171 -0.04584941],-0.026537268121938264
1742176526.4619188,"{'yellow': (89, 73), 'red': (64, 52)}","[89, 459]",-2.44293282886833,[-1.41329576 -0.03406469],0.13355068145972518
1742176526.5227242,"{'yellow': (90, 72), 'red': (65, 52)}","[89, 459]",-2.4668517113662407,[-3.07475408 -0.25879749],0.04385623610561123
1742176526.585153,"{'yellow': (90, 73), 'red': (65, 52)}","[89, 459]",-2.44293282886833,[-1.82280564  0.        ],0.10590616616803414
1742176526.6472743,"{'yellow': (90, 72), 'red': (65, 53)}","[89, 459]",-2.4917222041778455,[-1.33367874  0.        ],-0.14336014052699284
1742176526.6997674,"{'yellow': (91, 72), 'red': (65, 52)}","[90, 459]",-2.485897027348257,[5.14936231 0.        ],-0.17373999261861758
1742176526.762801,"{'yellow': (88, 72), 'red': (64, 52)}","[89, 459]",-2.44685437739309,[-0.70881164  0.        ],0.12959032633581735
1742176526.825625,"{'yellow': (91, 71), 'red': (64, 52)}","[89, 458]",-2.5283853047152838,[-2.58936417 -5.50744569],-0.2973835231704348
1742176526.887425,"{'yellow': (90, 72), 'red': (65, 53)}","[89, 458]",-2.4917222041778455,[-1.29677589 -5.51701501],-0.16216428994327925
1742176526.9386396,"{'yellow': (90, 73), 'red': (64, 53)}","[89, 459]",-2.485897027348257,[-0.97168464  2.42629324],0.025046231888321696
1742176527.0005322,"{'yellow': (91, 71), 'red': (65, 52)}","[90, 458]",-2.510513266118464,[ 5.13096781 -2.56177651],-0.13842247884955172
1742176527.0664668,"{'yellow': (89, 73), 'red': (64, 53)}","[89, 459]",-2.4668517113662407,[-0.41158106  1.67790152],0.10276537573817665
1742176527.1184042,"{'yellow': (90, 73), 'red': (65, 52)}","[89, 459]",-2.44293282886833,[-2.75763443  3.64354671],0.32008710889771974
1742176527.1793163,"{'yellow': (88, 72), 'red': (65, 52)}","[88, 459]",-2.425849063920913,[-7.13597525  2.05639533],0.34104196758046285
1742176527.2429447,"{'yellow': (91, 71), 'red': (65, 52)}","[89, 458]",-2.510513266118464,[-0.98220447 -4.17365381],-0.22398183742582214
1742176527.3079114,"{'yellow': (90, 73), 'red': (64, 53)}","[89, 459]",-2.485897027348257,[1.37603984 1.16149182],-0.15174005263219606
1742176527.3610463,"{'yellow': (91, 71), 'red': (64, 51)}","[89, 458]",-2.5040438554511004,[ 0.62321926 -2.61524824],-0.12954893472743742
1742176527.422314,"{'yellow': (90, 74), 'red': (64, 53)}","[89, 459]",-2.462178848181945,[0.33451105 1.68371988],0.09753080265755736
1742176527.485263,"{'yellow': (91, 73), 'red': (64, 52)}","[89, 459]",-2.4805494847391065,[0.21125502 2.98101724],0.03523373056156527
1742176527.5409327,"{'yellow': (89, 72), 'red': (65, 52)}","[89, 459]",-2.44685437739309,[0.15239535 1.85517348],0.1687162719685706
1742176527.609171,"{'yellow': (90, 72), 'red': (64, 51)}","[89, 458]",-2.462178848181945,[ 0.3386578  -4.21140693],0.07648181482430144
1742176527.662589,"{'yellow': (90, 73), 'red': (65, 53)}","[89, 459]",-2.4668517113662407,[0.29654081 0.87387573],-0.012578547582172313
1742176527.724624,"{'yellow': (90, 73), 'red': (64, 52)}","[89, 459]",-2.462178848181945,[0.2579524 2.6942728],0.02635396322573546
1742176527.7934299,"{'yellow': (90, 72), 'red': (64, 52)}","[89, 459]",-2.485897027348257,[0.         1.56770844],-0.08599692764965033
1742176527.8486981,"{'yellow': (89, 71), 'red': (64, 52)}","[88, 458]",-2.4917222041778455,[-5.78053494 -4.80857224],-0.14811119810196688
1742176527.9106917,"{'yellow': (91, 73), 'red': (66, 53)}","[89, 459]",-2.4668517113662407,[0.         0.76283661],0.035273288652596005
1742176527.9662423,"{'yellow': (90, 73), 'red': (64, 52)}","[89, 459]",-2.462178848181945,[2.25025967 2.66325819],0.09405692485845375
1742176528.031026,"{'yellow': (90, 73), 'red': (65, 51)}","[89, 459]",-2.419937802725032,[1.03027421 1.36954036],0.28700263284502536
1742176528.0861537,"{'yellow': (90, 71), 'red': (64, 52)}","[89, 458]",-2.510513266118464,[ 0.71240977 -4.91323416],-0.2502404549523235
1742176528.1519516,"{'yellow': (91, 72), 'red': (63, 53)}","[89, 458]",-2.5453935122923133,[ 0.51823911 -4.67073746],-0.5038254745652315
1742176528.207023,"{'yellow': (91, 72), 'red': (64, 52)}","[89, 458]",-2.5040438554511004,[ 0.42182705 -3.17765408],-0.15534167306776783
1742176528.2729895,"{'yellow': (90, 72), 'red': (64, 52)}","[89, 458]",-2.485897027348257,[ 0.34502687 -2.14969585],0.06980614832943345
1742176528.329286,"{'yellow': (90, 72), 'red': (64, 53)}","[89, 458]",-2.510513266118464,[ 0.2986227  -1.53878326],-0.07263539556987779
1742176528.385361,"{'yellow': (89, 73), 'red': (65, 52)}","[89, 458]",-2.4227626539681686,[ 0.26334419 -1.06979382],0.4081620283774162
1742176528.4413698,"{'yellow': (90, 72), 'red': (64, 53)}","[89, 458]",-2.510513266118464,[ 0.         -0.91926583],-0.07160676902634822
1742176528.5066748,"{'yellow': (90, 71), 'red': (64, 53)}","[89, 458]",-2.5360479899848234,[ 0.         -0.56059952],-0.3562537278100048
1742176528.5719378,"{'yellow': (90, 70), 'red': (64, 52)}","[89, 457]",-2.5360479899848234,[ 0.         -5.58783129],-0.24646086294005543
1742176528.6278486,"{'yellow': (91, 73), 'red': (64, 53)}","[89, 458]",-2.5040438554511004,[0. 0.],0.03348273145525961
1742176528.6820917,"{'yellow': (90, 72), 'red': (64, 52)}","[89, 458]",-2.485897027348257,[0.         2.26528117],0.18618210169958815
1742176528.7463002,"{'yellow': (89, 72), 'red': (64, 52)}","[88, 458]",-2.4668517113662407,[-5.56554872  1.05200976],0.23050164104626455
1742176528.8091335,"{'yellow': (91, 70), 'red': (65, 52)}","[89, 457]",-2.5360479899848234,[ 0.         -4.82739773],-0.20171633687710394
1742176528.8663118,"{'yellow': (90, 73), 'red': (65, 54)}","[89, 458]",-2.4917222041778455,[2.18196952 0.52408466],-0.018773866566966037
1742176528.9301424,"{'yellow': (90, 73), 'red': (64, 52)}","[89, 458]",-2.462178848181945,[1.03360119 2.37759338],0.24776877744073394
1742176528.9822736,"{'yellow': (90, 71), 'red': (64, 52)}","[89, 457]",-2.510513266118464,[ 0.72193902 -4.63156912],-0.04794206002069535
1742176529.0472512,"{'yellow': (90, 73), 'red': (63, 53)}","[88, 458]",-2.5040438554511004,[-4.99734648  0.98887266],-0.08054479153743221
1742176529.102575,"{'yellow': (90, 72), 'red': (65, 52)}","[88, 458]",-2.4668517113662407,[-5.46963193  3.05657693],0.18463511681000325
1742176529.1706593,"{'yellow': (89, 72), 'red': (65, 52)}","[88, 458]",-2.44685437739309,[-3.15964112  1.42501322],0.27283828922248293
1742176529.2255316,"{'yellow': (90, 73), 'red': (64, 52)}","[88, 458]",-2.462178848181945,[-2.24724081  1.04941798],0.13287308006599832
1742176529.2881095,"{'yellow': (91, 72), 'red': (65, 52)}","[89, 458]",-2.485897027348257,[3.997537  0.8156309],-0.07106452551876012
1742176529.350595,"{'yellow': (90, 72), 'red': (64, 52)}","[89, 458]",-2.485897027348257,[4.20114484 0.67048334],-0.07384308591448271
1742176529.4034991,"{'yellow': (89, 74), 'red': (64, 52)}","[88, 459]",-2.419937802725032,[-3.27232422  6.36129471],0.34376665023773867
1742176529.470074,"{'yellow': (90, 71), 'red': (65, 51)}","[88, 458]",-2.4668517113662407,[-3.47716367  0.29573957],0.06664049860013369
1742176529.5247073,"{'yellow': (91, 71), 'red': (65, 52)}","[89, 457]",-2.510513266118464,[ 3.97909581 -8.12681365],-0.328584172050559
1742176529.5900247,"{'yellow': (90, 74), 'red': (64, 53)}","[89, 458]",-2.462178848181945,[ 4.21041393 -1.04179185],-0.00017939626733654533
1742176529.6533318,"{'yellow': (88, 72), 'red': (63, 52)}","[87, 458]",-2.4668517113662407,[-8.31077014  1.29350397],0.06420874408964522
1742176529.7091,"{'yellow': (93, 71), 'red': (65, 52)}","[89, 457]",-2.5453935122923133,[ 1.74895452 -5.26929479],-0.4365303477981628
1742176529.7642183,"{'yellow': (89, 74), 'red': (64, 53)}","[88, 458]",-2.44293282886833,[-0.2244058   0.29276352],0.16001558119637818
1742176529.828602,"{'yellow': (91, 71), 'red': (64, 52)}","[88, 457]",-2.5283853047152838,[-2.68703069 -3.42050903],-0.17448947564797151
1742176529.88347,"{'yellow': (90, 73), 'red': (65, 53)}","[88, 458]",-2.4668517113662407,[-1.56040056  1.1714246 ],0.03465553707699548
1742176529.9497616,"{'yellow': (90, 71), 'red': (65, 52)}","[88, 457]",-2.4917222041778455,[-0.92137639 -2.77973625],0.009795591719307654
1742176530.0024548,"{'yellow': (91, 72), 'red': (64, 53)}","[88, 457]",-2.5283853047152838,[-0.75706235 -4.10563081],-0.2679186567224755
1742176530.0698173,"{'yellow': (91, 72), 'red': (64, 53)}","[88, 457]",-2.5283853047152838,[-0.62143317 -2.19771038],-0.21472193864684774
1742176530.1261556,"{'yellow': (90, 74), 'red': (65, 53)}","[88, 458]",-2.44293282886833,[-0.3104955   4.17412229],0.3543520848223366
1742176530.1907525,"{'yellow': (90, 73), 'red': (64, 52)}","[88, 458]",-2.462178848181945,[-0.0336585   4.36804481],0.26658230358561014
1742176530.2435405,"{'yellow': (90, 72), 'red': (64, 52)}","[88, 458]",-2.485897027348257,[-0.26052846  2.90376026],-0.011350916372983775
1742176530.3089547,"{'yellow': (91, 72), 'red': (64, 52)}","[88, 458]",-2.5040438554511004,[0.         1.90119157],-0.14032704229997492
1742176530.3642054,"{'yellow': (91, 71), 'red': (65, 52)}","[89, 457]",-2.510513266118464,[ 5.91867531 -4.36248985],-0.15347609268308268
1742176530.427702,"{'yellow': (89, 73), 'red': (63, 53)}","[88, 458]",-2.485897027348257,[0.         1.05838373],0.026184370258449104
1742176530.4904203,"{'yellow': (91, 72), 'red': (64, 52)}","[88, 458]",-2.5040438554511004,[-1.96271395  2.85764537],-0.033881043527163326
1742176530.5443952,"{'yellow': (89, 73), 'red': (64, 52)}","[87, 458]",-2.44293282886833,[-7.02922722  1.62931659],0.2938658711146829
1742176530.6075811,"{'yellow': (93, 72), 'red': (65, 52)}","[89, 458]",-2.5213431676069717,[4.8600655  0.95016053],-0.144827830634926
1742176530.6728778,"{'yellow': (90, 72), 'red': (64, 51)}","[89, 457]",-2.462178848181945,[ 6.77169879 -4.86037348],0.06460774402894756
1742176530.728035,"{'yellow': (89, 73), 'red': (63, 53)}","[88, 458]",-2.485897027348257,[-1.65018093  0.41504093],0.058619577087690146
1742176530.791616,"{'yellow': (91, 71), 'red': (64, 52)}","[88, 457]",-2.5283853047152838,[-2.67881068 -3.20242007],-0.2494839286324843
1742176530.8466733,"{'yellow': (89, 73), 'red': (64, 53)}","[87, 458]",-2.4668517113662407,[-7.50851993  1.36037211],0.1107838260140066
1742176530.9089472,"{'yellow': (91, 71), 'red': (65, 52)}","[88, 457]",-2.510513266118464,[-1.06981889 -2.66509213],-0.056118373915881065
1742176530.9639144,"{'yellow': (89, 73), 'red': (63, 53)}","[87, 458]",-2.485897027348257,[-4.28455095  1.59778312],-0.005080454662115562
1742176531.0285094,"{'yellow': (91, 72), 'red': (65, 51)}","[88, 457]",-2.462178848181945,[ 0.56688121 -2.47177782],0.1806957599251856
